,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
71,01BF18007A,Federal Ministry of Education and Research,Viet Nam,0.319607,0.455444,IntVet - Factors impacting the success of international business models for exporting vocational training to Viet Nam - Capacity building in the field of education and research / knowledge transfer,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2019-06-01,2022-05-31,D02,11330.0
72,01BF18009A,Federal Ministry of Education and Research,India,0.314963,0.47489,QualIndia - Evaluation of quality within Indian Vocational Education Institutes by example of Industrial Training Institutes (ITIs) and Polytechnic Colleges (focus a) - Capacity building in the field of education and research / knowledge transfer,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2019-09-01,2023-01-31,D02,11330.0
73,01BF18010A,Federal Ministry of Education and Research,Georgia,0.217103,0.629365,VoCasian - Vocational education and Capacity building in the Caucasian country Georgia - Development of capacities and graduate schools as well as the implementation of a PhD program for vocational education and training research in Georgia (priority c) - Vocational training and qualification measures for skilled professionals from the developing country / knowledge transfer / education export,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2020-10-01,2023-03-31,D02,11330.0
74,01BF18011A,Federal Ministry of Education and Research,Thailand,0.444696,1.064879,ProWoThai - Progressing Work-Based Learning of technical vocational education and training (TVET) System in Thailand (focus c) - Capacity building in the field of education and research / knowledge transfer,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2019-10-01,2023-09-30,D02,11330.0
75,01BF20001,Federal Ministry of Education and Research,Costa Rica,0.135407,0.811815,"CoRiVET - A Bilateral Cooperation for the Development of Vocational Teacher Training and the Research of Vocational Education and Training (priority area c) - Capacity building in the field of education and research, cooperation with research and science institutions",Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2021-02-01,2025-01-31,D02,11330.0
76,01BT20001,Federal Ministry of Education and Research,Thailand,0.248344,0.709627,SCHOOLPLATE II - Development and Piloting of VET and Qualification Measures for Electroplating in Thailand - Vocational training and qualification measures for skilled professionals from the developing country / knowledge transfer / education export,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2021-01-01,2023-03-31,D02,11330.0
77,01BW19005A,Federal Ministry of Education and Research,India,0.004597,0.038169,GIIVET - Preparation of the German-Indian cooperation on dual certification and the development of German-Indian Institutes of Vocational Education and Training (GIIVETs) - Capacity building in the field of education and research / knowledge transfer,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2019-08-15,2020-05-14,D02,11330.0
78,01BW19007A,Federal Ministry of Education and Research,Mexico,0.142369,0.201745,HDUALMEXICO - Integration of Advanced Vocational Education and Training into the Mexican Dual Training System - Vocational training and qualification measures for skilled professionals from the developing country / knowledge transfer / education export,Exchanges with Other Countries in the Field of Vocational Education and Training and Scholarships,2020-07-01,2021-04-30,D02,11330.0
79,01DD17001,Federal Ministry of Education and Research,China (People's Republic of),0.075239,0.0,"German Innovation Package Traffic and Environment-Monitoring-System (TEMsys) goes to China - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-02-01,2018-12-31,D02,21010.0
80,01DD17002,Federal Ministry of Education and Research,"Asia, regional",0.015056,0.0,"Global Smart Cities Initiative Indien/Vietnam - Future Cities engineered in Germany - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-02-01,2018-06-30,D02,43030.0
81,01DD17003,Federal Ministry of Education and Research,Colombia,0.064476,0.0,"Urban Mobility in Smart Cities (Kolumbia) - MoviCi - exchange of German and Colombian researchers, decision makers and providers of solutions on the topic of sustainable urban mobility - series of events took place, accompanied by a media campaign - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-02-01,2018-07-31,D02,21010.0
82,01DD17005,Federal Ministry of Education and Research,India,0.047096,0.0,"Indo-German Smart Initiative  Integrated Urban Development and Co-Production for Indian Cities - Viable technologies to protect resources (water, land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2017-02-01,2018-10-31,D02,21010.0
